,category,city,company_name,geo,job_title,job_type,post_date,salary_offered,state,url,average_salary,Salary
1393,"Manufacturing, Transport & Logistics",Sydney,Cornerstone HR,AU,Quality Control Officer ,Full Time,2018-04-13T04:59:21Z,$23 - $27 p.h.,Parramatta & Western Suburbs,https://www.seek.com.au/job/35980884,25.0,25.0
1394,Accounting,Sydney,Walker Andersen,AU,Business Services Intermediate,Full Time,2018-04-13T06:31:35Z,Up to $55k package,Southern Suburbs & Sutherland Shire,https://www.seek.com.au/job/35983122,55.0,27500.0
1395,Marketing & Communications,Melbourne,The Hunt Recruitment,AU,Email Campaign Consultant,Full Time,2018-04-13T05:02:08Z,$70K - $80K Plus Super Based on Experience,Bayside & South Eastern Suburbs,https://www.seek.com.au/job/35980991,75.0,75000.0
1396,Construction,Sydney,Design & Construct,AU,Site Manager,Full Time,2018-04-13T04:09:35Z,$160k - $180k p.a.,Parramatta & Western Suburbs,https://www.seek.com.au/job/35979830,170.0,170000.0
1397,"Manufacturing, Transport & Logistics",Sydney,Sirius Support part of Sirius People Pty Ltd,AU,Dispatch Clerk/ Assistant Transport Allocator ,Full Time,2018-04-13T06:33:16Z,$60k - $6106000k p.a.,Parramatta & Western Suburbs,https://www.seek.com.au/job/35983164,3053030.0,3053030000.0
1398,Design & Architecture,Melbourne,Stratacon Professional Recruitment Pty  Ltd,AU,Principal Planner,Full Time,2018-04-13T06:31:10Z,"Starting at $85,000 + super & car park.",CBD & Inner Suburbs,https://www.seek.com.au/job/35983087,42.5,42500.0
1399,Engineering,Brisbane,Empower Management,AU,Civil Project Engineers & Senior Project Engineers ,Full Time,2018-04-13T04:25:09Z,$145k - $185k p.a. + bonus structure,CBD & Inner Suburbs,https://www.seek.com.au/job/35980116,165.0,165000.0
1400,Legal,Sydney,people2people,AU,Marketing Team Secretary,Full Time,2018-04-13T04:49:09Z,Up to $75K Package,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980683,75.0,37500.0
1401,Sales,Melbourne,Symmetry HR â€“  VIC Commercial,AU,Sales Consultant,Full Time,2018-04-13T06:44:31Z,$55k - $65k p.a. + Plus Super + Uncapped Commissio,Bayside & South Eastern Suburbs,https://www.seek.com.au/job/35983389,60.0,60000.0
1402,Accounting,Sydney,HPR Consulting,AU,Senior Commercial Manager,Full Time,2018-04-13T06:30:37Z,"Circa $190,000 package plus bonus","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35983041,95.0,95000.0
1403,Information & Communication Technology,Melbourne,Adaps IT,AU,Senior Security Analyst,Contract/Temp,2018-04-13T03:42:33Z,0,CBD & Inner Suburbs,https://www.seek.com.au/job/35979215,0.0,0.0
1404,Banking & Financial Services,Sydney,Randstad - Banking & Financial Services,AU,Compliance Analyst/Associate (Financial Markets),Full Time,2018-04-13T05:36:07Z,$95k - $120k p.a. + +bonus,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35981746,107.5,107500.0
1405,Information & Communication Technology,Brisbane,Randstad - Technologies,AU,Business Analyst,Contract/Temp,2018-04-13T06:30:16Z,$800 - $1k p.d.,Western Suburbs & Ipswich,https://www.seek.com.au/job/35983023,400.5,900.0
1406,Hospitality & Tourism,Sydney,Park House Food and Liquor,AU,Pizzaiolo Chef - Park House Food and Liquor,Full Time,2018-04-13T05:16:39Z,$25 - $35 per hour,North Shore & Northern Beaches,https://www.seek.com.au/job/35981309,30.0,30.0
1407,Healthcare & Medical,Sydney,Sugarman Australia,AU,Senior Psychologist,Full Time,2018-04-13T06:34:05Z,$100k - $110k p.a. + Super + Salary Packaging,Parramatta & Western Suburbs,https://www.seek.com.au/job/35983178,105.0,70000.0
1408,Engineering,Sydney,Now Careers Pty Ltd,AU,Senior Electrical Engineer,Full Time,2018-04-13T05:00:26Z,"$135,000 ",North Shore & Northern Beaches,https://www.seek.com.au/job/35980923,67.5,135000.0
1409,Education & Training,Sydney,Sugarman Australia,AU,ECT Room Leader,Full Time,2018-04-13T05:52:35Z,$35 - $37 p.h.,North Shore & Northern Beaches,https://www.seek.com.au/job/35982136,36.0,36.0
1410,Community Services & Development,Perth,Complete Recruitment Matters,AU,Employment Consultant/Recruitment Consultant,Full Time,2018-04-13T03:51:39Z,$75K + Super + Salary packaging options,Fremantle & Southern Suburbs,https://www.seek.com.au/job/35979377,75.0,37500.0
1411,Construction,Melbourne,Hays Construction,AU,Associate Director of Project Management- Developer,Full Time,2018-04-13T04:41:22Z,$200k - $250k p.a. + super,CBD & Inner Suburbs,https://www.seek.com.au/job/35980488,225.0,225000.0
1412,Trades & Services,Sydney,Design & Construct,AU,Site Supervisor x 2,Full Time,2018-04-13T04:59:23Z,$85k - $100k p.a. + + Super + vehicle ,Parramatta & Western Suburbs,https://www.seek.com.au/job/35980886,92.5,92500.0
1413,Trades & Services,Brisbane,Australian Recruiting Group - Industrial,AU,Sign Writer,Full Time,2018-04-13T03:45:35Z,$28/hr + Super + Penalties + Good Overtime,Southern Suburbs & Logan,https://www.seek.com.au/job/35979267,28.0,28.0
1414,Call Centre & Customer Service,Melbourne,ASG (Australian Scholarships Group),AU,Telesales - Outbound,Full Time,2018-04-13T05:09:35Z,Base plus bonuses (up to 65K Total Package Value),Eastern Suburbs,https://www.seek.com.au/job/35981120,65.0,32500.0
1415,Accounting,Sydney,Peninsula Personnel,AU,Accounts Receivable Clerk,Full Time,2018-04-13T04:32:49Z,"$55k - $60k p.a. + Super, Gym Membership, Staff Di",North Shore & Northern Beaches,https://www.seek.com.au/job/35980309,57.5,57500.0
1416,Trades & Services,Sydney,Momentum Consulting Group Pty Ltd,AU,Are you a Carpet layer and want to Work off a Bench instead,Contract/Temp,2018-04-13T05:39:33Z,Up to $29 p.h.,Parramatta & Western Suburbs,https://www.seek.com.au/job/35981826,29.0,29.0
1417,"Manufacturing, Transport & Logistics",Sydney,Chandler Macleod Group,AU,Mesh Machine Operator,Contract/Temp,2018-04-13T05:33:37Z,$30 - $31 p.a. + regular overtime,South West & M5 Corridor,https://www.seek.com.au/job/35981702,30.5,30.5
1418,Community Services & Development,Melbourne,AAA Nextt Group Pty Ltd,AU,Team Leader  Support Co-ordination,Full Time,2018-04-13T05:44:35Z,$75000 - $79999,CBD & Inner Suburbs,https://www.seek.com.au/job/35981929,77499.5,77499.5
1419,Construction,Melbourne,Hays Construction,AU,"Civil Supervisor / Foreman- Vicroads, Car Parks, Bridges",Full Time,2018-04-13T04:36:15Z,$100k - $125k p.a. + super + car,CBD & Inner Suburbs,https://www.seek.com.au/job/35980371,112.5,112500.0
1420,Legal,Melbourne,Montgomery Advisory,AU,Lawyer/Senior Lawyer - Corporate M&A - Melbourne,Full Time,2018-04-13T04:30:39Z,$100k +,CBD & Inner Suburbs,https://www.seek.com.au/job/35980241,100.0,100000.0
1421,Science & Technology,Melbourne,"Randstad - Sales, Marketing & Communications",AU,Scientific Engagement Manager ,Full Time,2018-04-13T05:58:06Z,$130k - $180k p.a. + car + super + bonus,CBD & Inner Suburbs,https://www.seek.com.au/job/35982240,155.0,155000.0
1422,Call Centre & Customer Service,Melbourne,FuturePeople,AU,Customer Service Representative - Life Inurance - Multiple roles available!,Full Time,2018-04-13T06:13:48Z,"$56,000 Package + Bonus",CBD & Inner Suburbs,https://www.seek.com.au/job/35982639,28.0,28000.0
1423,Banking & Financial Services,Sydney,Randstad - Banking & Financial Services,AU,Compliance Analyst - Control Room,Full Time,2018-04-13T05:27:52Z,$95k - $110k p.a. + + Super + Bonus,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35981531,102.5,102500.0
1424,Community Services & Development,Sydney,EPIC Assist,AU,Employment Consultant,Part Time,2018-04-13T06:35:46Z,"Total remuneration package equal to $62,000 pa",North West & Hills District,https://www.seek.com.au/job/35983204,31.0,31000.0
1425,Healthcare & Medical,Sydney,Denovo Consulting Group Pty Ltd,AU,Registered Nurse ,Full Time,2018-04-13T04:05:55Z,$60k - $75k p.a.,North Shore & Northern Beaches,https://www.seek.com.au/job/35979771,67.5,67500.0
1426,Sales,Sydney,Bluefin Resources Pty Limited,AU,Business Development Manager - Leading  IT Integrator ,Full Time,2018-04-13T06:27:29Z,$100K + Super + $180K OTE,North Shore & Northern Beaches,https://www.seek.com.au/job/35982970,140.0,140000.0
1427,Design & Architecture,Sydney,Design & Construct,AU,Drafter Documenter / Architect - Revit,Contract/Temp,2018-04-13T04:45:54Z,$40 - $45 p.h.,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980619,42.5,42.5
1428,Information & Communication Technology,Sydney,CITI Recruitment,AU,Ruby Developer -Mid to Senior,Full Time,2018-04-13T06:01:42Z,$130K+ Super,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982405,130.0,130000.0
1429,Information & Communication Technology,Sydney,Just Digital People,AU,Senior JavaScript Engineer,Full Time,2018-04-13T06:00:37Z,$110k-$130k,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982333,120.0,120000.0
1430,Real Estate & Property,Melbourne,Hays Facilities Management,AU,Service Coordinator - Fire ,Full Time,2018-04-13T05:05:15Z,50000,Eastern Suburbs,https://www.seek.com.au/job/35981049,50000.0,50000.0
1431,Accounting,Brisbane,Sapphire Recruitment,AU,Management Accountant,Full Time,2018-04-13T05:00:42Z,Circa $100k + Super,Southern Suburbs & Logan,https://www.seek.com.au/job/35980942,100.0,100000.0
1432,Government & Defence,Melbourne,Stratacon Professional Recruitment Pty  Ltd,AU,Environmental Health Officer,Contract/Temp,2018-04-13T06:15:36Z,"$34 + super, negotiable based on experience",CBD & Inner Suburbs,https://www.seek.com.au/job/35982692,34.0,34.0
1433,Trades & Services,Sydney,Design & Construct,AU,Security Technician,Full Time,2018-04-13T05:00:08Z,$80k - $90k p.a. + super + car+ Iphone + laptop+ov,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980903,85.0,85000.0
1434,"Manufacturing, Transport & Logistics",Melbourne,Pace Appointments,AU,Administration Clerk (Storage & Distribution),Full Time,2018-04-13T05:56:17Z,$40K - $50K + super,Northern Suburbs,https://www.seek.com.au/job/35982213,45.0,45000.0
1435,Sales,Melbourne,The Hassett Group,AU,Business Development Manager,Full Time,2018-04-13T04:45:39Z,$110k-$130k OTE,CBD & Inner Suburbs,https://www.seek.com.au/job/35980603,120.0,120000.0
1436,Information & Communication Technology,Melbourne,GS1 Australia,AU,Advisor - Supplier Enablement,Full Time,2018-04-13T06:04:36Z,Circa $55k package depending on experience.,Eastern Suburbs,https://www.seek.com.au/job/35982459,55.0,27500.0
1437,Marketing & Communications,Melbourne,Global Fitness and Leisure,AU,Marketing Assistant / Copywriter,Casual/Vacation,2018-04-13T05:37:41Z,$25 per hour plus super,Northern Suburbs,https://www.seek.com.au/job/35981787,25.0,25.0
1438,Government & Defence,Melbourne,Stratacon Professional Recruitment Pty  Ltd,AU,Principal Planner,Full Time,2018-04-13T06:31:11Z,"Starting at $85,000 + super & car park.",CBD & Inner Suburbs,https://www.seek.com.au/job/35983089,42.5,42500.0
1439,Trades & Services,Sydney,The Hills Shire Council,AU,Casual Place Maintenance Officer,Casual/Vacation,2018-04-13T06:30:10Z,$30 per hour,North West & Hills District,https://www.seek.com.au/job/35983018,30.0,30.0
1440,Marketing & Communications,Melbourne,Astrum,AU,Marketing Coordinator,Contract/Temp,2018-04-13T06:20:01Z,Up to $45 p.h.,Bayside & South Eastern Suburbs,https://www.seek.com.au/job/35982785,45.0,45.0
1441,Accounting,Melbourne,Alex Kaar,AU,Risk and Compliance Manager,Full Time,2018-04-13T04:37:58Z,Salary Circa - $180k neg.,CBD & Inner Suburbs,https://www.seek.com.au/job/35980409,180.0,180000.0
1442,Marketing & Communications,Sydney,Complete Staff Solutions Pty Ltd,AU,Senior Marketing and Communications Advisor - State Government Opportunity,Contract/Temp,2018-04-13T06:32:27Z,$50 - $60 per hour Plus Super,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35983150,55.0,55.0
1443,Accounting,Sydney,Signature Consulting,AU,Tax Consultant - Advisory Focus,Full Time,2018-04-13T04:45:23Z,$65k - $90k,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980570,77.5,77500.0
1444,Banking & Financial Services,Sydney,Robert Walters,AU,Lending Associate,Full Time,2018-04-13T06:12:58Z,$70k - $80k p.a. + Super,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982628,75.0,75000.0
1445,Accounting,Sydney,West Recruitment,AU,Senior Commercial Analyst,Full Time,2018-04-13T04:55:00Z,"$130,000 ","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980793,65.0,130000.0
1446,Construction,Sydney,"Randstad - Construction, Property & Engineering",AU,QS,Contract/Temp,2018-04-13T05:01:49Z,$50 - $75 p.h. + super,Parramatta & Western Suburbs,https://www.seek.com.au/job/35980985,62.5,62.5
1447,Real Estate & Property,Perth,Gough Recruitment (WA) Pty Ltd,AU,Retail Property Manager,Full Time,2018-04-13T03:46:18Z,$100k + super,"CBD, Inner & Western Suburbs",https://www.seek.com.au/job/35979300,100.0,100000.0
1448,Call Centre & Customer Service,Sydney,Manpower,AU,Customer Service Officer,Contract/Temp,2018-04-13T04:20:20Z,$26 - $29 p.h.,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980045,27.5,27.5
1449,Retail & Consumer Products,Sydney,CLIMB Retail Recruitment,AU,10 x BIG BOX MANAGERS WANTED -- MULTIPLE LOCATIONS -- KICKSTART YOUR CAREER!!!,Full Time,2018-04-13T06:32:57Z,"SALARY PACKAGE UP TO $64,000 + BONUSES","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35983159,32.0,32000.0
1450,Human Resources & Recruitment,Sydney,Cox Purtell Staffing Services,AU,Recruitment Consultant,Full Time,2018-04-13T06:21:46Z,$65k - $75k p.a. + super & excellent commission,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982829,70.0,70000.0
1451,Sales,Sydney,Bluefin Resources Pty Limited,AU,Account Manager - Financial Business Intelligence,Full Time,2018-04-13T06:07:00Z,$100K + Super +$150K OTE,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982499,125.0,125000.0
1452,Accounting,Melbourne,Benneaux,AU,External Auditor - Immediate Start,Contract/Temp,2018-04-13T05:32:10Z,$30 - $40 per hour,CBD & Inner Suburbs,https://www.seek.com.au/job/35981672,35.0,35.0
1453,Hospitality & Tourism,Sydney,Hospoworld Resourcing,AU,Assistant Bar Manager - North Sydney - $65K + Super,Full Time,2018-04-13T06:30:53Z,$65K + Super + Bonus,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35983062,65.0,65000.0
1454,Administration & Office Support,Brisbane,iRealty,AU,Client Support Officer,Full Time,2018-04-13T05:53:20Z,"$40,000 ",CBD & Inner Suburbs,https://www.seek.com.au/job/35982157,20.0,40000.0
1455,Information & Communication Technology,Melbourne,Hydrogen Group Pty Ltd,AU,Senior Developer - Kotlin / Java,Contract/Temp,2018-04-13T05:57:34Z,$140k - $150k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35982230,145.0,145000.0
1456,Retail & Consumer Products,Sydney,Q Personnel,AU,Retail Clearance Outlet Manager â€“ Rouse Hill,Full Time,2018-04-13T04:37:24Z,$50k + generous sales commissions,North West & Hills District,https://www.seek.com.au/job/35980401,50.0,50000.0
1457,Administration & Office Support,Sydney,Metier Recruitment,AU,Front of House - Receptionist,Contract/Temp,2018-04-13T05:32:41Z,$25 - $26 p.h. + Super ,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35981685,25.5,25.5
1458,Accounting,Sydney,Perigon Group Pty Limited,AU,Senior Payroll Officer,Full Time,2018-04-13T04:45:27Z,Up to 90k package,Ryde & Macquarie Park,https://www.seek.com.au/job/35980576,90.0,45000.0
1459,Information & Communication Technology,Sydney,Just Digital People,AU,Tech Lead Ruby On Rails,Full Time,2018-04-13T06:00:36Z,$140k-$160k,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982332,150.0,150000.0
1460,Trades & Services,Melbourne,Melbourne Sports & Aquatic Centre,AU,Maintenance / Carpenter,Full Time,2018-04-13T05:31:57Z,"$54,476 + super + car parking & gym membership",CBD & Inner Suburbs,https://www.seek.com.au/job/35981669,265.0,27238.0
1461,Information & Communication Technology,Sydney,Progressive,AU,DevOps Engineer,Contract/Temp,2018-04-13T04:04:19Z,$500 - $750 p.d. + competitive,Ryde & Macquarie Park,https://www.seek.com.au/job/35979749,625.0,625.0
1462,Education & Training,Melbourne,La Trobe University,AU,"Lecturer, Spanish",Full Time,2018-04-13T05:30:38Z,+ upto 17% Superannuation,Northern Suburbs,https://www.seek.com.au/job/35981601,17.0,17.0
1463,Information & Communication Technology,Sydney,Kelly Executive,AU,Java Architect,Full Time,2018-04-13T05:14:11Z,$100k - $120k p.a.,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35981210,110.0,110000.0
1464,Consulting & Strategy,Melbourne,Portland Group Pty Ltd,AU,Consultant - Melbourne,Full Time,2018-04-13T06:13:37Z,"$70,000 plus super",CBD & Inner Suburbs,https://www.seek.com.au/job/35982636,35.0,70000.0
1465,Retail & Consumer Products,Melbourne,Frontline Retail Melbourne,AU,Assistant Manager - High End Fashion - Melbourne CBD,Full Time,2018-04-13T06:01:12Z,55K + Super + Bonuses + Team Discount ,CBD & Inner Suburbs,https://www.seek.com.au/job/35982384,55.0,55000.0
1466,"Manufacturing, Transport & Logistics",Sydney,Action Workforce,AU,PHARMACEUTICAL FORKLIFT DRIVERS WANTED - $31ph,Full Time,2018-04-13T05:22:35Z,Up to $31 p.a.,Parramatta & Western Suburbs,https://www.seek.com.au/job/35981422,31.0,31.0
1467,"Manufacturing, Transport & Logistics",Sydney,Action Workforce,AU,Carton Sorters Wanted HOMEBUSH LOCATION!!,Full Time,2018-04-13T05:24:44Z,$25 - $30 p.a. + Superannuation,Parramatta & Western Suburbs,https://www.seek.com.au/job/35981474,27.5,27.5
1468,Sales,Sydney,Jenkin Beattie,AU,Business Development Manager - IT Services / Managed Services / Consulting,Full Time,2018-04-13T04:30:41Z,"$150k + Super, $250k OTE","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980246,200.0,200000.0
1469,Sales,Sydney,"Randstad - Sales, Marketing & Communications",AU,Sales Engineer ,Full Time,2018-04-13T06:00:22Z,$130k - $170k p.a. + Super + Bonuses,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982301,150.0,150000.0
1470,Marketing & Communications,Melbourne,"Randstad - Sales, Marketing & Communications",AU,Engagement Manager,Full Time,2018-04-13T06:17:25Z,$130k - $180k p.a. + car + super + bonus,CBD & Inner Suburbs,https://www.seek.com.au/job/35982732,155.0,155000.0
1471,Sales,Sydney,Stream Consulting Group,AU,Business Development Manager  - Marketing Technology ,Full Time,2018-04-13T04:48:02Z,$80k - $130k p.a.,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980665,105.0,105000.0
1472,Information & Communication Technology,Sydney,Tobin McClintock,AU,Project Manager,Contract/Temp,2018-04-13T06:00:35Z,"$180,000 package","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982330,90.0,90000.0
1473,"Manufacturing, Transport & Logistics",Melbourne,Zoom Recruitment & Training,AU,Forklift Driver,Contract/Temp,2018-04-13T06:00:19Z,$25.00+ph,Northern Suburbs,https://www.seek.com.au/job/35982291,12.5,12.5
1474,Trades & Services,Brisbane,Talon Recruitment Solutions Pty Ltd,AU,Service Technician Brisbane - Leading Technology vendor,Full Time,2018-04-13T04:41:00Z,$70K - $75K + Super and Car for business use,CBD & Inner Suburbs,https://www.seek.com.au/job/35980481,72.5,72500.0
1475,Construction,Sydney,Design & Construct,AU,Production Estimator,Full Time,2018-04-13T06:22:40Z,$80k - $95k + super,North West & Hills District,https://www.seek.com.au/job/35982857,87.5,87500.0
1476,Human Resources & Recruitment,Sydney,Hays Human Resources,AU,Recruitment Coordinator - Financial Services,Contract/Temp,2018-04-13T04:52:28Z,$30 - $35 p.h. + super,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980752,32.5,32.5
1477,Information & Communication Technology,Sydney,S2P,AU,"Senior UX/UI Designer - Sketch/PS, HTML/CSS/JS",Contract/Temp,2018-04-13T06:00:26Z,$700-$1000/day,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982310,850.0,850.0
1478,Information & Communication Technology,Sydney,Spark Recruitment,AU,Senior Java Developer,Full Time,2018-04-13T06:33:36Z,$120 - $130 p.a. + package,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35983169,125.0,83.33333333333333
1479,Engineering,Melbourne,Hays Engineering,AU,Structural Engineer,Full Time,2018-04-13T06:22:46Z,$70k - $90k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35982866,80.0,80000.0
1480,Banking & Financial Services,Sydney,SB Recruitment Pty Ltd,AU,Sales & Operations Team Leader,Full Time,2018-04-13T05:36:03Z,$100k plus Super plus Bonus,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35981744,100.0,100000.0
1481,Construction,Sydney,Design & Construct,AU,Project Manager,Full Time,2018-04-13T04:45:39Z,$150k - $230k,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980604,190.0,190000.0
1482,Administration & Office Support,Sydney,Retail Therapy Recruiting,AU,Sales Administration - Padstow,Full Time,2018-04-13T04:45:26Z,$50 000 + Super,South West & M5 Corridor,https://www.seek.com.au/job/35980575,25.0,25.0
1483,Trades & Services,Sydney,Design & Construct,AU,Senior Security Technician,Full Time,2018-04-13T05:00:08Z,"$90k - $95k p.a. + Super-Vehicle-Laptop,Iphone,Ove","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980900,92.5,92500.0
1484,Accounting,Melbourne,TwoScots Recruitment,AU,Payroll Officer,Full Time,2018-04-13T06:23:14Z,$65K - $70K p.a. + Additional Benefits,CBD & Inner Suburbs,https://www.seek.com.au/job/35982880,67.5,67500.0
1485,Information & Communication Technology,Melbourne,Hudson,AU,Business Analyst,Full Time,2018-04-13T06:21:28Z,$110k - $140k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35982819,125.0,125000.0
1486,Legal,Sydney,people2people,AU,Personal Assistant - HR Team,Full Time,2018-04-13T04:14:07Z,Up to $70k Package,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35979911,70.0,35000.0
1487,Hospitality & Tourism,Melbourne,Frontline Hospitality Melbourne,AU,Bistro Supervisor - Southern Suburbs Pub,Full Time,2018-04-13T04:02:09Z,Salary $50k + super,Bayside & South Eastern Suburbs,https://www.seek.com.au/job/35979699,50.0,50000.0
1488,Administration & Office Support,Melbourne,Randstad - Business Support,AU,Transcriber,Contract/Temp,2018-04-13T05:15:19Z,$40 - $45 p.a. + plus super,CBD & Inner Suburbs,https://www.seek.com.au/job/35981245,42.5,42.5
1489,Sales,Melbourne,Private Advertiser,AU,Account Manager,Casual/Vacation,2018-04-13T04:10:44Z,Base salary of $70K - $100K+,CBD & Inner Suburbs,https://www.seek.com.au/job/35979852,85.0,85000.0
1490,Accounting,Sydney,[axr],AU,Financial Performance Analyst - University Research Strategy,Full Time,2018-04-13T04:31:04Z,$135K + bonus,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980273,135.0,135000.0
1491,Engineering,Melbourne,Hays Engineering,AU,Associate Director - Structural Engineering,Full Time,2018-04-13T06:31:38Z,$180k - $220k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35983124,200.0,200000.0
1492,Information & Communication Technology,Sydney,Absolute IT - 98.9%* of placed candidates will recommend us to others,AU,Agile Coach (Perm/Contract) - Auckland based,Full Time,2018-04-13T06:03:04Z,$120k - $140k NZD,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982431,130.0,130000.0
1493,Real Estate & Property,Brisbane,Gough Property & Real Estate Recruiters,AU,PROPERTY MANAGER,Contract/Temp,2018-04-13T06:15:38Z,1 month temp assignment,CBD & Inner Suburbs,https://www.seek.com.au/job/35982693,1.0,1.0
1494,Community Services & Development,Melbourne,EPIC Assist,AU,Employment Consultant,Full Time,2018-04-13T06:11:03Z,"Total remuneration package equal to $62,000 pa",Eastern Suburbs,https://www.seek.com.au/job/35982592,31.0,31000.0
1495,Healthcare & Medical,Melbourne,Redstone Recruitment Pty Ltd,AU,"Executive Clinical Lead - Box Hill Location - $115,000 package + NFP",Full Time,2018-04-13T05:45:35Z,"$115,000 package + salary sacrificing",Eastern Suburbs,https://www.seek.com.au/job/35981984,57.5,57500.0
1496,Real Estate & Property,Melbourne,Gough Recruitment (VIC) Pty Ltd,AU,Property Manager - South East,Full Time,2018-04-13T05:15:45Z,"Up to 60,000",Bayside & South Eastern Suburbs,https://www.seek.com.au/job/35981274,30.0,60000.0
1497,Engineering,Melbourne,Hays Engineering,AU,Senior Structural Engineer,Full Time,2018-04-13T05:43:58Z,$110k - $150k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35981911,130.0,130000.0
1498,Legal,Sydney,people2people,AU,Part Time Legal Secretary - Banking & Finance,Full Time,2018-04-13T04:25:07Z,"Paying up to $75,000 Package","CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35980114,37.5,37500.0
1499,Information & Communication Technology,Sydney,Creatio,AU,Ruby on Rails Web Developer - Full time & Flexible,Full Time,2018-04-13T03:42:18Z,$80 - $100K,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35979212,90.0,50040.0
1500,"Manufacturing, Transport & Logistics",Sydney,Zoom Recruitment & Training,AU,Forklift Driver / Warehouse Work - Chullora,Contract/Temp,2018-04-13T04:01:38Z,$25 - $35 p.h. + penalty rates,South West & M5 Corridor,https://www.seek.com.au/job/35979649,30.0,30.0
1501,Construction,Melbourne,Hays Construction,AU,Civil Site / Project Engineers- Excellent Tier2 contractor,Full Time,2018-04-13T04:56:32Z,$80k - $140k p.a. + super + car,CBD & Inner Suburbs,https://www.seek.com.au/job/35980824,110.0,110000.0
1502,Sales,Sydney,Freedom Insurance,AU,Outbound Telephone Sales Agent,Full Time,2018-04-13T06:00:27Z,$28 per hour + Super + Uncapped Commission,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35982311,28.0,28.0
1503,Retail & Consumer Products,Melbourne,Canningvale,AU,Digital Graphic Designer,Full Time,2018-04-13T06:35:55Z,"$60,000 ",CBD & Inner Suburbs,https://www.seek.com.au/job/35983205,30.0,60000.0
1504,Construction,Melbourne,Hays Construction,AU,Finishes Foreman: Tier 1 Apartments,Full Time,2018-04-13T05:54:07Z,$120k - $150k p.a.,Eastern Suburbs,https://www.seek.com.au/job/35982171,135.0,135000.0
1505,Hospitality & Tourism,Melbourne,Frontline Hospitality Melbourne,AU,Chef de Partie - Western Suburbs ,Full Time,2018-04-13T05:31:12Z,$56k + Super,Western Suburbs,https://www.seek.com.au/job/35981638,56.0,56000.0
1506,Administration & Office Support,Sydney,Nine2Three Employment Solutions,AU,Temp Administration Assistant,Contract/Temp,2018-04-13T04:07:52Z,$27 per hour + super,"CBD, Inner West & Eastern Suburbs",https://www.seek.com.au/job/35979805,27.0,27.0
1507,Administration & Office Support,Melbourne,Hudson,AU,Sales Support / Project Assistant,Contract/Temp,2018-04-13T06:22:47Z,$55k - $59k p.a.,CBD & Inner Suburbs,https://www.seek.com.au/job/35982870,57.0,57000.0
1508,Community Services & Development,Sydney,The Hills Shire Council,AU,CASUAL COMMUNITY DEVELOPMENT OFFICER â€“ Cemeteries,Casual/Vacation,2018-04-13T06:23:25Z,$41 per hour,North West & Hills District,https://www.seek.com.au/job/35982886,41.0,41.0
